SourceFile,AggregationType,Application,AppVersion,AudioBitrate,AudioLayer,Author,BackgroundColor,BitDepth,BitsPerSample,BlueMatrixColumn,BlueTRC,BlueX,BlueY,ByteOrderMark,Bytes,Category,Changed,ChannelMode,Characters,CharactersWithSpaces,ChromaticAdaptation,CMMFlags,CodePage,ColorComponents,ColorSpaceData,ColorType,ColumnCount,Columns,Comments,Company,CompObjUserType,CompObjUserTypeLen,Compression,ConnectionSpaceIlluminant,ContentType,Copyright,CopyrightFlag,CoverDate,CoverDisplayDate,Created,CreateDate,Creation-date,CreationDate--Text,CreationTime,Creator,CreatorTool,CrossmarkDomainExclusive,CrossMarkDomains,CrossMarkDomains_1_,CrossMarkDomains_2_,CrossmarkMajorVersionDate,CsrfParam,CsrfToken,CurrentUser,D2ei2ntb7zgeLzdiGzn-zsNNztr8lwj8yM-GyM3_ziKnMqPngn7o9eOn9yRmMaModi,Date,Datecreate,Datemodify,DCTERMSIssued,DCTERMSLanguage,DCTERMSModified,DCTERMSSource,DCTERMSTitle,Delimiter,DerivedFromDocumentID,DerivedFromInstanceID,DerivedFromOriginalDocumentID,DerivedFromRenditionClass,Description,DeviceAttributes,DeviceManufacturer,DeviceModel,Directory,DocFlags,DocSecurity,Document-statisticCell-count,Document-statisticCharacter-count,Document-statisticImage-count,Document-statisticNon-whitespace-character-count,Document-statisticObject-count,Document-statisticPage-count,Document-statisticParagraph-count,Document-statisticTable-count,Document-statisticWord-count,DocumentID,Doi,Dpi,Duration,Editing-cycles,Editing-duration,ElsevierWebPDFSpecifications,Emphasis,Encoder,EncodingProcess,EndingPage,ExifByteOrder,ExifImageHeight,ExifImageWidth,ExifToolVersion,Fig_height,Fig_width,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Filter,Fontsize,Format,Gamma,Generator,GreenMatrixColumn,GreenTRC,GreenX,GreenY,HasXFA,HeadingPairs,HiddenSlides,HistoryAction,HistoryChanged,HistoryParameters,HistorySoftwareAgent,HistoryWhen,HTTPEquivXUACompatible,HyperlinksChanged,ID3Size,Identification,Identifier,ImageHeight,ImageSize,ImageWidth,InstanceID,IntensityStereo,Interlace,ISSN,JFIFVersion,Journal_article_version,Keywords,Language,LanguageCode,LastModifiedBy,LastPrinted,Linearized,LineCount,Lines,LinksUpToDate,MajorVersionDate,Manager,Marked,MediaBlackPoint,MediaWhitePoint,Megapixels,MetadataDate,MIMEEncoding,MIMEType,MMClips,ModifyDate,MPEGAudioVersion,MSStereo,Newlines,Notes,Number,OriginalDocumentID,OriginalMedia,Output,PageCount,PageLayout,PageMode,PageRange,Pages,Palette,Paragraphs,Pdf_document,PDFVersion,PixelsPerUnitX,PixelsPerUnitY,PixelUnits,PresentationFormat,PresentationTarget,PreviewImage,PreviewPNG,PrimaryPlatform,Print-date,Printed-by,Producer,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-ar-EG,ProfileDescriptionML-ca-ES,ProfileDescriptionML-cs-CZ,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-el-GR,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-he-IL,ProfileDescriptionML-hr-HR,ProfileDescriptionML-hu-HU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nb-NO,ProfileDescriptionML-nl-NL,ProfileDescriptionML-pl-PL,ProfileDescriptionML-pt-BR,ProfileDescriptionML-pt-PO,ProfileDescriptionML-ro-RO,ProfileDescriptionML-ru-RU,ProfileDescriptionML-sk-SK,ProfileDescriptionML-sv-SE,ProfileDescriptionML-th-TH,ProfileDescriptionML-tr-TR,ProfileDescriptionML-uk-UA,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileName,ProfileVersion,PTEX_Fullbanner,PublicationName,Publisher,Quoting,RedMatrixColumn,RedTRC,RedX,RedY,RenderingIntent,RenditionClass,ResolutionUnit,RevisionNumber,Robots,RowCount,SampleRate,ScaleCrop,SharedDoc,SignificantBits,Slides,Software,SRGBRendering,StartingPage,Subject,Subtitle,System,Tag_TemplateID,TaggedPDF,Template,Title,TitleOfParts,TitlesOfParts,TotalEditTime,Trapped,URL,Version,Viewport,Volume,Warning,WhitePointX,WhitePointY,Word97,WordCount,Words,X9O3Cowz9ndyNntmGndqLysNNotn_lt78ngeGmwmNngvmdj-yMuRo9ePnM-QntmLndaTma,XMPToolkit,XResolution,XslVendor,YCbCrSubSampling,YResolution,ZipBitFlag,ZipCompressedSize,ZipCompression,ZipCRC,ZipFileName,ZipModifyDate,ZipRequiredVersion,ZipUncompressedSize,ZjJBNnM3-ogmJnMaGndz9ysNNzgj7lt-MmtuGngr_z937ndmJyPeKo9eQmd6Rmt-NmtaTma
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page24.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:50+01:00,image_page24.png,rw-rw-r--,34 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page31.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:52+01:00,image_page31.png,rw-rw-r--,109 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page41.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:56+01:00,image_page41.png,rw-rw-r--,105 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page58.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:51:06+01:00,image_page58.png,rw-rw-r--,68 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1169,826x1169,826,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.966,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page47.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:51:00+01:00,image_page47.png,rw-rw-r--,68 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page26.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:50+01:00,image_page26.png,rw-rw-r--,104 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page10.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:44+01:00,image_page10.png,rw-rw-r--,155 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page27.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:50+01:00,image_page27.png,rw-rw-r--,111 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page25.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:50+01:00,image_page25.png,rw-rw-r--,92 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page0.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:38+01:00,image_page0.png,rw-rw-r--,23 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page37.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:56+01:00,image_page37.png,rw-rw-r--,102 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page16.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:50:46+01:00,image_page16.png,rw-rw-r--,52 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1100,850x1100,850,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.935,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page55.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:51:04+01:00,image_page55.png,rw-rw-r--,189 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1169,826x1169,826,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.966,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback/image_page51.png,,,,,,,,8,,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,"Not Embedded, Independent",,,"RGB ",RGB,,,,,,,Deflate/Inflate,0.9642 1 0.82491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reflective, Glossy, Positive, Color",,,/home/roomal/Documents/School/Warehouse/Consolidated/PSY3390-44348/Research Project/Methods and the rest./Submissions/Roomal Seferaj/Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,11.88,,,2025:02:15 20:33:19+01:00,2025:02:15 20:30:15+01:00,2023:12:10 06:51:02+01:00,image_page51.png,rw-rw-r--,87 kB,PNG,png,Adaptive,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,,,,,,,,1169,826x1169,826,,,Noninterlaced,,,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.966,,,image/png,,,,,,,,,,,,,,,,,,,,3937,3937,meters,,,,,Apple Computer Inc.,,,,Display Device Profile,,"XYZ ",Copyright Artifex Software 2011,,0000:00:00 00:00:00,Artifex Software sRGB ICC Profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acsp,0,default_rgb.icc,2.1.0,,,,,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",,,Perceptual,,,,,,,,,,,GPL Ghostscript 9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
